date,season,team,opponent,home,team_points,opponent_points,pace,offensive_rating,defensive_rating,rebound_pct,assist_ratio
2024-03-13,2024,POR,Atlanta Hawks,1,106,102,,,,,
2024-03-13,2024,MIA,Denver Nuggets,1,88,100,,,,,
2024-03-13,2024,GSW,Dallas Mavericks,0,99,109,,,,,
2024-03-13,2024,TOR,Detroit Pistons,0,104,113,,,,,
2024-03-13,2024,DAL,Golden State Warriors,1,109,99,,,,,
2024-03-13,2024,ORL,Brooklyn Nets,1,114,106,,,,,
2024-03-13,2024,CHI,Indiana Pacers,0,132,129,,,,,
2024-03-13,2024,ATL,Portland Trail Blazers,0,102,106,,,,,
2024-03-13,2024,DEN,Miami Heat,0,100,88,,,,,
2024-03-13,2024,CHO,Memphis Grizzlies,0,110,98,,,,,
2024-03-13,2024,MEM,Charlotte Hornets,1,98,110,,,,,
2024-03-13,2024,NOP,Cleveland Cavaliers,1,95,116,,,,,
2024-03-13,2024,SAC,Los Angeles Lakers,1,120,107,,,,,
2024-03-13,2024,LAL,Sacramento Kings,0,107,120,,,,,
2024-03-13,2024,CLE,New Orleans Pelicans,0,116,95,,,,,
2024-03-13,2024,BRK,Orlando Magic,0,106,114,,,,,
2024-03-13,2024,DET,Toronto Raptors,1,113,104,,,,,
2024-03-14,2024,PHI,Milwaukee Bucks,0,105,114,,,,,
2024-03-14,2024,LAC,Chicago Bulls,0,126,111,,,,,
2024-03-14,2024,HOU,Washington Wizards,1,135,119,,,,,
2024-03-14,2024,OKC,Dallas Mavericks,1,126,119,,,,,
2024-03-14,2024,NYK,Portland Trail Blazers,0,105,93,,,,,
2024-03-14,2024,CHI,Los Angeles Clippers,1,111,126,,,,,
2024-03-14,2024,MIL,Philadelphia 76ers,1,114,105,,,,,
2024-03-14,2024,DAL,Oklahoma City Thunder,0,119,126,,,,,
2024-03-14,2024,PHO,Boston Celtics,0,112,127,,,,,
2024-03-14,2024,WAS,Houston Rockets,0,119,135,,,,,
2024-03-14,2024,POR,New York Knicks,1,93,105,,,,,
2024-03-14,2024,BOS,Phoenix Suns,1,127,112,,,,,
2024-03-15,2024,ORL,Toronto Raptors,0,113,103,,,,,
2024-03-15,2024,ATL,Utah Jazz,0,122,124,,,,,
2024-03-15,2024,MIA,Detroit Pistons,0,108,95,,,,,
2024-03-15,2024,TOR,Orlando Magic,1,103,113,,,,,
2024-03-15,2024,DET,Miami Heat,1,95,108,,,,,
2024-03-15,2024,LAC,New Orleans Pelicans,0,104,112,,,,,
2024-03-15,2024,UTA,Atlanta Hawks,1,124,122,,,,,
2024-03-15,2024,NOP,Los Angeles Clippers,1,112,104,,,,,
2024-03-15,2024,PHO,Charlotte Hornets,0,107,96,,,,,
2024-03-15,2024,CHO,Phoenix Suns,1,96,107,,,,,
2024-03-15,2024,DEN,San Antonio Spurs,0,117,106,,,,,
2024-03-15,2024,SAS,Denver Nuggets,1,106,117,,,,,
2024-03-16,2024,WAS,Chicago Bulls,0,98,127,,,,,
2024-03-16,2024,GSW,Los Angeles Lakers,0,128,121,,,,,
2024-03-16,2024,POR,New Orleans Pelicans,0,107,126,,,,,
2024-03-16,2024,CLE,Houston Rockets,0,103,117,,,,,
2024-03-16,2024,NYK,Sacramento Kings,0,98,91,,,,,
2024-03-16,2024,NOP,Portland Trail Blazers,1,126,107,,,,,
2024-03-16,2024,SAC,New York Knicks,1,91,98,,,,,
2024-03-16,2024,MIN,Utah Jazz,0,119,100,,,,,
2024-03-16,2024,IND,Brooklyn Nets,1,121,100,,,,,
2024-03-16,2024,BRK,Indiana Pacers,0,100,121,,,,,
2024-03-16,2024,UTA,Minnesota Timberwolves,1,100,119,,,,,
2024-03-16,2024,OKC,Memphis Grizzlies,0,118,112,,,,,
2024-03-16,2024,LAL,Golden State Warriors,1,121,128,,,,,
2024-03-16,2024,CHO,Philadelphia 76ers,0,98,109,,,,,
2024-03-16,2024,HOU,Cleveland Cavaliers,1,117,103,,,,,
2024-03-16,2024,PHI,Charlotte Hornets,1,109,98,,,,,
2024-03-16,2024,MEM,Oklahoma City Thunder,1,112,118,,,,,
2024-03-16,2024,CHI,Washington Wizards,1,127,98,,,,,
2024-03-17,2024,MIL,Phoenix Suns,1,140,129,,,,,
2024-03-17,2024,LAC,Atlanta Hawks,1,93,110,,,,,
2024-03-17,2024,DET,Miami Heat,1,101,104,,,,,
2024-03-17,2024,DEN,Dallas Mavericks,0,105,107,,,,,
2024-03-17,2024,BOS,Washington Wizards,0,130,104,,,,,
2024-03-17,2024,BRK,San Antonio Spurs,0,115,122,,,,,
2024-03-17,2024,SAS,Brooklyn Nets,1,122,115,,,,,
2024-03-17,2024,PHO,Milwaukee Bucks,0,129,140,,,,,
2024-03-17,2024,ATL,Los Angeles Clippers,0,110,93,,,,,
2024-03-17,2024,ORL,Toronto Raptors,1,111,96,,,,,
2024-03-17,2024,TOR,Orlando Magic,0,96,111,,,,,
2024-03-17,2024,MIA,Detroit Pistons,0,104,101,,,,,
2024-03-17,2024,DAL,Denver Nuggets,1,107,105,,,,,
2024-03-17,2024,WAS,Boston Celtics,1,104,130,,,,,
2024-03-18,2024,CHI,Portland Trail Blazers,1,110,107,,,,,
2024-03-18,2024,NYK,Golden State Warriors,0,119,112,,,,,
2024-03-18,2024,LAL,Atlanta Hawks,1,136,105,,,,,
2024-03-18,2024,DET,Boston Celtics,0,94,119,,,,,
2024-03-18,2024,ATL,Los Angeles Lakers,0,105,136,,,,,
2024-03-18,2024,SAC,Memphis Grizzlies,1,121,111,,,,,
2024-03-18,2024,MIN,Utah Jazz,0,114,104,,,,,
2024-03-18,2024,BOS,Detroit Pistons,1,119,94,,,,,
2024-03-18,2024,IND,Cleveland Cavaliers,1,103,108,,,,,
2024-03-18,2024,PHI,Miami Heat,1,98,91,,,,,
2024-03-18,2024,GSW,New York Knicks,1,112,119,,,,,
2024-03-18,2024,MEM,Sacramento Kings,0,111,121,,,,,
2024-03-18,2024,POR,Chicago Bulls,0,107,110,,,,,
2024-03-18,2024,UTA,Minnesota Timberwolves,1,104,114,,,,,
2024-03-18,2024,MIA,Philadelphia 76ers,0,91,98,,,,,
2024-03-18,2024,CLE,Indiana Pacers,0,108,103,,,,,
2024-03-19,2024,DEN,Minnesota Timberwolves,0,115,112,,,,,
2024-03-19,2024,HOU,Washington Wizards,0,137,114,,,,,
2024-03-19,2024,ORL,Charlotte Hornets,1,112,92,,,,,
2024-03-19,2024,SAS,Dallas Mavericks,1,107,113,,,,,
2024-03-19,2024,NOP,Brooklyn Nets,0,104,91,,,,,
2024-03-19,2024,DAL,San Antonio Spurs,0,113,107,,,,,
2024-03-19,2024,CHO,Orlando Magic,0,92,112,,,,,
2024-03-19,2024,WAS,Houston Rockets,1,114,137,,,,,
2024-03-19,2024,MIN,Denver Nuggets,1,112,115,,,,,
2024-03-19,2024,BRK,New Orleans Pelicans,1,91,104,,,,,
2024-03-20,2024,DET,Indiana Pacers,1,103,122,,,,,
2024-03-20,2024,POR,Los Angeles Clippers,1,103,116,,,,,
2024-03-20,2024,PHO,Philadelphia 76ers,1,115,102,,,,,
2024-03-20,2024,TOR,Sacramento Kings,1,89,123,,,,,
2024-03-20,2024,OKC,Utah Jazz,1,119,107,,,,,
2024-03-20,2024,MIL,Boston Celtics,0,119,122,,,,,
2024-03-20,2024,SAC,Toronto Raptors,0,123,89,,,,,
2024-03-20,2024,MEM,Golden State Warriors,0,116,137,,,,,
2024-03-20,2024,CLE,Miami Heat,1,104,107,,,,,
2024-03-20,2024,PHI,Phoenix Suns,0,102,115,,,,,
2024-03-20,2024,GSW,Memphis Grizzlies,1,137,116,,,,,
2024-03-20,2024,BOS,Milwaukee Bucks,1,122,119,,,,,
2024-03-20,2024,IND,Detroit Pistons,0,122,103,,,,,
2024-03-20,2024,LAC,Portland Trail Blazers,0,116,103,,,,,
2024-03-20,2024,MIA,Cleveland Cavaliers,0,107,104,,,,,
2024-03-20,2024,UTA,Oklahoma City Thunder,0,107,119,,,,,
2024-03-21,2024,DAL,Utah Jazz,1,113,97,,,,,
2024-03-21,2024,MIL,Brooklyn Nets,1,115,108,,,,,
2024-03-21,2024,CHI,Houston Rockets,0,117,127,,,,,
2024-03-21,2024,NOP,Orlando Magic,0,106,121,,,,,
2024-03-21,2024,DEN,New York Knicks,1,113,100,,,,,
2024-03-21,2024,HOU,Chicago Bulls,1,127,117,,,,,
2024-03-21,2024,ORL,New Orleans Pelicans,1,121,106,,,,,
2024-03-21,2024,NYK,Denver Nuggets,0,100,113,,,,,
2024-03-21,2024,ATL,Phoenix Suns,0,115,128,,,,,
2024-03-21,2024,BRK,Milwaukee Bucks,0,108,115,,,,,
2024-03-21,2024,PHO,Atlanta Hawks,1,128,115,,,,,
2024-03-21,2024,SAC,Washington Wizards,0,102,109,,,,,
2024-03-21,2024,UTA,Dallas Mavericks,0,97,113,,,,,
2024-03-21,2024,WAS,Sacramento Kings,1,109,102,,,,,
2024-03-22,2024,BOS,Detroit Pistons,0,129,102,,,,,
2024-03-22,2024,PHI,Los Angeles Lakers,0,94,101,,,,,
2024-03-22,2024,OKC,Toronto Raptors,0,123,103,,,,,
2024-03-22,2024,NOP,Miami Heat,0,111,88,,,,,
2024-03-22,2024,MEM,San Antonio Spurs,0,99,97,,,,,
2024-03-22,2024,LAL,Philadelphia 76ers,1,101,94,,,,,
2024-03-22,2024,POR,Los Angeles Clippers,1,117,125,,,,,
2024-03-22,2024,LAC,Portland Trail Blazers,0,125,117,,,,,
2024-03-22,2024,SAS,Memphis Grizzlies,1,97,99,,,,,
2024-03-22,2024,MIA,New Orleans Pelicans,1,88,111,,,,,
2024-03-22,2024,DET,Boston Celtics,1,102,129,,,,,
2024-03-22,2024,MIN,Cleveland Cavaliers,1,104,91,,,,,
2024-03-22,2024,IND,Golden State Warriors,0,123,111,,,,,
2024-03-22,2024,GSW,Indiana Pacers,1,111,123,,,,,
2024-03-22,2024,CLE,Minnesota Timberwolves,0,91,104,,,,,
2024-03-22,2024,TOR,Oklahoma City Thunder,1,103,123,,,,,
2024-03-23,2024,SAS,Phoenix Suns,1,106,131,,,,,
2024-03-23,2024,BOS,Chicago Bulls,0,124,113,,,,,
2024-03-23,2024,BRK,New York Knicks,0,93,105,,,,,
2024-03-23,2024,SAC,Orlando Magic,0,109,107,,,,,
2024-03-23,2024,PHO,San Antonio Spurs,0,131,106,,,,,
2024-03-23,2024,ATL,Charlotte Hornets,1,132,91,,,,,
2024-03-23,2024,NYK,Brooklyn Nets,1,105,93,,,,,
2024-03-23,2024,WAS,Toronto Raptors,1,112,109,,,,,
2024-03-23,2024,CHO,Atlanta Hawks,0,91,132,,,,,
2024-03-23,2024,TOR,Washington Wizards,0,109,112,,,,,
2024-03-23,2024,HOU,Utah Jazz,1,147,119,,,,,
2024-03-23,2024,DEN,Portland Trail Blazers,0,114,111,,,,,
2024-03-23,2024,POR,Denver Nuggets,1,111,114,,,,,
2024-03-23,2024,UTA,Houston Rockets,0,119,147,,,,,
2024-03-23,2024,ORL,Sacramento Kings,1,107,109,,,,,
2024-03-23,2024,CHI,Boston Celtics,1,113,124,,,,,
2024-03-24,2024,CLE,Miami Heat,0,84,121,,,,,
2024-03-24,2024,LAC,Philadelphia 76ers,1,107,121,,,,,
2024-03-24,2024,PHI,Los Angeles Clippers,0,121,107,,,,,
2024-03-24,2024,IND,Los Angeles Lakers,0,145,150,,,,,
2024-03-24,2024,MIN,Golden State Warriors,1,114,110,,,,,
2024-03-24,2024,GSW,Minnesota Timberwolves,0,110,114,,,,,
2024-03-24,2024,LAL,Indiana Pacers,1,150,145,,,,,
2024-03-24,2024,MIA,Cleveland Cavaliers,1,121,84,,,,,
2024-03-24,2024,OKC,Milwaukee Bucks,0,93,118,,,,,
2024-03-24,2024,MIL,Oklahoma City Thunder,1,118,93,,,,,
2024-03-24,2024,NOP,Detroit Pistons,0,114,101,,,,,
2024-03-24,2024,DET,New Orleans Pelicans,1,101,114,,,,,
2024-03-25,2024,SAS,Phoenix Suns,1,104,102,,,,,
2024-03-25,2024,BOS,Atlanta Hawks,0,118,120,,,,,
2024-03-25,2024,POR,Houston Rockets,0,92,110,,,,,
2024-03-25,2024,LAC,Indiana Pacers,1,116,133,,,,,
2024-03-25,2024,DET,New York Knicks,0,99,124,,,,,
2024-03-25,2024,PHI,Sacramento Kings,0,96,108,,,,,
2024-03-25,2024,CHI,Washington Wizards,1,105,107,,,,,
2024-03-25,2024,HOU,Portland Trail Blazers,1,110,92,,,,,
2024-03-25,2024,IND,Los Angeles Clippers,0,133,116,,,,,
2024-03-25,2024,DAL,Utah Jazz,0,115,105,,,,,
2024-03-25,2024,UTA,Dallas Mavericks,1,105,115,,,,,
2024-03-25,2024,BRK,Toronto Raptors,0,96,88,,,,,
2024-03-25,2024,PHO,San Antonio Spurs,0,102,104,,,,,
2024-03-25,2024,MEM,Denver Nuggets,0,103,128,,,,,
2024-03-25,2024,SAC,Philadelphia 76ers,1,108,96,,,,,
2024-03-25,2024,TOR,Brooklyn Nets,1,88,96,,,,,
2024-03-25,2024,CHO,Cleveland Cavaliers,0,92,115,,,,,
2024-03-25,2024,ATL,Boston Celtics,1,120,118,,,,,
2024-03-25,2024,WAS,Chicago Bulls,0,107,105,,,,,
2024-03-25,2024,NYK,Detroit Pistons,1,124,99,,,,,
2024-03-25,2024,CLE,Charlotte Hornets,1,115,92,,,,,
2024-03-25,2024,DEN,Memphis Grizzlies,1,128,103,,,,,
2024-03-26,2024,GSW,Miami Heat,0,113,92,,,,,
2024-03-26,2024,MIA,Golden State Warriors,1,92,113,,,,,
2024-03-26,2024,NOP,Oklahoma City Thunder,1,112,119,,,,,
2024-03-26,2024,OKC,New Orleans Pelicans,0,119,112,,,,,
2024-03-26,2024,DAL,Sacramento Kings,0,132,96,,,,,
2024-03-26,2024,LAL,Milwaukee Bucks,0,128,124,,,,,
2024-03-26,2024,SAC,Dallas Mavericks,1,96,132,,,,,
2024-03-26,2024,MIL,Los Angeles Lakers,1,124,128,,,,,
2024-03-27,2024,WAS,Brooklyn Nets,1,119,122,,,,,
2024-03-27,2024,LAL,Memphis Grizzlies,0,136,124,,,,,
2024-03-27,2024,CLE,Charlotte Hornets,0,111,118,,,,,
2024-03-27,2024,OKC,Houston Rockets,1,126,132,,,,,
2024-03-27,2024,MEM,Los Angeles Lakers,1,124,136,,,,,
2024-03-27,2024,ORL,Golden State Warriors,1,93,101,,,,,
2024-03-27,2024,DEN,Phoenix Suns,1,97,104,,,,,
2024-03-27,2024,UTA,San Antonio Spurs,1,111,118,,,,,
2024-03-27,2024,TOR,New York Knicks,1,101,145,,,,,
2024-03-27,2024,PHI,Los Angeles Clippers,1,107,108,,,,,
2024-03-27,2024,CHO,Cleveland Cavaliers,1,118,111,,,,,
2024-03-27,2024,GSW,Orlando Magic,0,101,93,,,,,
2024-03-27,2024,NYK,Toronto Raptors,0,145,101,,,,,
2024-03-27,2024,LAC,Philadelphia 76ers,0,108,107,,,,,
2024-03-27,2024,ATL,Portland Trail Blazers,1,120,106,,,,,
2024-03-27,2024,HOU,Oklahoma City Thunder,0,132,126,,,,,
2024-03-27,2024,PHO,Denver Nuggets,0,104,97,,,,,
2024-03-27,2024,BRK,Washington Wizards,0,122,119,,,,,
2024-03-27,2024,SAS,Utah Jazz,0,118,111,,,,,
2024-03-27,2024,MIN,Detroit Pistons,1,106,91,,,,,
2024-03-27,2024,IND,Chicago Bulls,0,99,125,,,,,
2024-03-27,2024,POR,Atlanta Hawks,0,106,120,,,,,
2024-03-27,2024,CHI,Indiana Pacers,1,125,99,,,,,
2024-03-27,2024,DET,Minnesota Timberwolves,0,91,106,,,,,
2024-03-28,2024,MIL,New Orleans Pelicans,0,100,107,,,,,
2024-03-28,2024,NOP,Milwaukee Bucks,1,107,100,,,,,
2024-03-28,2024,BOS,Atlanta Hawks,0,122,123,,,,,
2024-03-28,2024,ATL,Boston Celtics,1,123,122,,,,,
2024-03-29,2024,DET,Washington Wizards,0,96,87,,,,,
2024-03-29,2024,POR,Miami Heat,0,82,142,,,,,
2024-03-29,2024,LAL,Indiana Pacers,0,90,109,,,,,
2024-03-29,2024,IND,Los Angeles Lakers,1,109,90,,,,,
2024-03-29,2024,GSW,Charlotte Hornets,0,115,97,,,,,
2024-03-29,2024,PHO,Oklahoma City Thunder,0,103,128,,,,,
2024-03-29,2024,SAS,New York Knicks,1,130,126,,,,,
2024-03-29,2024,NYK,San Antonio Spurs,0,126,130,,,,,
2024-03-29,2024,CHO,Golden State Warriors,1,97,115,,,,,
2024-03-29,2024,MIA,Portland Trail Blazers,1,142,82,,,,,
2024-03-29,2024,BRK,Chicago Bulls,1,125,108,,,,,
2024-03-29,2024,WAS,Detroit Pistons,1,87,96,,,,,
2024-03-29,2024,DEN,Minnesota Timberwolves,1,98,111,,,,,
2024-03-29,2024,UTA,Houston Rockets,1,100,101,,,,,
2024-03-29,2024,ORL,Los Angeles Clippers,1,97,100,,,,,
2024-03-29,2024,CLE,Philadelphia 76ers,1,117,114,,,,,
2024-03-29,2024,OKC,Phoenix Suns,1,128,103,,,,,
2024-03-29,2024,HOU,Utah Jazz,0,101,100,,,,,
2024-03-29,2024,LAC,Orlando Magic,0,100,97,,,,,
2024-03-29,2024,PHI,Cleveland Cavaliers,0,114,117,,,,,
2024-03-29,2024,CHI,Brooklyn Nets,0,108,125,,,,,
2024-03-29,2024,SAC,Dallas Mavericks,1,103,107,,,,,
2024-03-29,2024,DAL,Sacramento Kings,0,107,103,,,,,
2024-03-29,2024,MIN,Denver Nuggets,0,111,98,,,,,
2024-03-30,2024,NOP,Boston Celtics,1,92,104,,,,,
2024-03-30,2024,MEM,Orlando Magic,0,88,118,,,,,
2024-03-30,2024,BOS,New Orleans Pelicans,0,104,92,,,,,
2024-03-30,2024,ATL,Milwaukee Bucks,1,113,122,,,,,
2024-03-30,2024,ORL,Memphis Grizzlies,1,118,88,,,,,
2024-03-30,2024,MIL,Atlanta Hawks,0,122,113,,,,,
2024-03-31,2024,CLE,Denver Nuggets,0,101,130,,,,,
2024-03-31,2024,PHI,Toronto Raptors,0,135,120,,,,,
2024-03-31,2024,LAC,Charlotte Hornets,0,130,118,,,,,
2024-03-31,2024,MIN,Chicago Bulls,1,101,109,,,,,
2024-03-31,2024,OKC,New York Knicks,0,113,112,,,,,
2024-03-31,2024,HOU,Dallas Mavericks,1,107,125,,,,,
2024-03-31,2024,SAC,Utah Jazz,1,127,106,,,,,
2024-03-31,2024,MIA,Washington Wizards,0,119,107,,,,,
2024-03-31,2024,DAL,Houston Rockets,0,125,107,,,,,
2024-03-31,2024,WAS,Miami Heat,1,107,119,,,,,
2024-03-31,2024,BRK,Los Angeles Lakers,1,104,116,,,,,
2024-03-31,2024,GSW,San Antonio Spurs,0,117,113,,,,,
2024-03-31,2024,CHI,Minnesota Timberwolves,0,109,101,,,,,
2024-03-31,2024,UTA,Sacramento Kings,0,106,127,,,,,
2024-03-31,2024,SAS,Golden State Warriors,1,113,117,,,,,
2024-03-31,2024,NYK,Oklahoma City Thunder,1,112,113,,,,,
2024-03-31,2024,TOR,Philadelphia 76ers,1,120,135,,,,,
2024-03-31,2024,DEN,Cleveland Cavaliers,1,130,101,,,,,
2024-03-31,2024,LAL,Brooklyn Nets,0,116,104,,,,,
2024-03-31,2024,CHO,Los Angeles Clippers,1,118,130,,,,,
2024-04-01,2024,PHO,New Orleans Pelicans,0,124,111,,,,,
2024-04-01,2024,BOS,Charlotte Hornets,0,118,104,,,,,
2024-04-01,2024,ORL,Portland Trail Blazers,1,104,103,,,,,
2024-04-01,2024,DET,Memphis Grizzlies,1,108,110,,,,,
2024-04-01,2024,IND,Brooklyn Nets,1,133,111,,,,,
2024-04-01,2024,MEM,Detroit Pistons,0,110,108,,,,,
2024-04-01,2024,BRK,Indiana Pacers,0,111,133,,,,,
2024-04-01,2024,CHO,Boston Celtics,1,104,118,,,,,
2024-04-01,2024,CHI,Atlanta Hawks,1,101,113,,,,,
2024-04-01,2024,NOP,Phoenix Suns,1,111,124,,,,,
2024-04-01,2024,POR,Orlando Magic,0,103,104,,,,,
2024-04-01,2024,ATL,Chicago Bulls,0,113,101,,,,,
2024-04-02,2024,DAL,Golden State Warriors,0,100,104,,,,,
2024-04-02,2024,CLE,Utah Jazz,0,129,113,,,,,
2024-04-02,2024,HOU,Minnesota Timberwolves,0,106,113,,,,,
2024-04-02,2024,SAC,Los Angeles Clippers,1,109,95,,,,,
2024-04-02,2024,TOR,Los Angeles Lakers,1,111,128,,,,,
2024-04-02,2024,UTA,Cleveland Cavaliers,1,113,129,,,,,
2024-04-02,2024,PHI,Oklahoma City Thunder,1,109,105,,,,,
2024-04-02,2024,LAC,Sacramento Kings,0,95,109,,,,,
2024-04-02,2024,OKC,Philadelphia 76ers,0,105,109,,,,,
2024-04-02,2024,WAS,Milwaukee Bucks,1,117,113,,,,,
2024-04-02,2024,MIN,Houston Rockets,1,113,106,,,,,
2024-04-02,2024,SAS,Denver Nuggets,0,105,110,,,,,
2024-04-02,2024,NYK,Miami Heat,0,99,109,,,,,
2024-04-02,2024,MIA,New York Knicks,1,109,99,,,,,
2024-04-02,2024,LAL,Toronto Raptors,0,128,111,,,,,
2024-04-02,2024,DEN,San Antonio Spurs,1,110,105,,,,,
2024-04-02,2024,GSW,Dallas Mavericks,1,104,100,,,,,
2024-04-02,2024,MIL,Washington Wizards,0,113,117,,,,,
2024-04-03,2024,PHO,Cleveland Cavaliers,1,122,101,,,,,
2024-04-03,2024,ATL,Detroit Pistons,1,121,113,,,,,
2024-04-03,2024,OKC,Boston Celtics,0,100,135,,,,,
2024-04-03,2024,MIL,Memphis Grizzlies,1,101,111,,,,,
2024-04-03,2024,ORL,New Orleans Pelicans,0,117,108,,,,,
2024-04-03,2024,LAL,Washington Wizards,0,125,120,,,,,
2024-04-03,2024,TOR,Minnesota Timberwolves,0,85,133,,,,,
2024-04-03,2024,CHO,Portland Trail Blazers,1,86,89,,,,,
2024-04-03,2024,CLE,Phoenix Suns,0,101,122,,,,,
2024-04-03,2024,BOS,Oklahoma City Thunder,1,135,100,,,,,
2024-04-03,2024,MIN,Toronto Raptors,1,133,85,,,,,
2024-04-03,2024,IND,Brooklyn Nets,0,111,115,,,,,
2024-04-03,2024,WAS,Los Angeles Lakers,1,120,125,,,,,
2024-04-03,2024,NOP,Orlando Magic,1,108,117,,,,,
2024-04-03,2024,POR,Charlotte Hornets,0,89,86,,,,,
2024-04-03,2024,DET,Atlanta Hawks,0,113,121,,,,,
2024-04-03,2024,BRK,Indiana Pacers,1,115,111,,,,,
2024-04-03,2024,MEM,Milwaukee Bucks,0,111,101,,,,,
2024-04-04,2024,NYK,Sacramento Kings,1,120,109,,,,,
2024-04-04,2024,DAL,Atlanta Hawks,1,109,95,,,,,
2024-04-04,2024,GSW,Houston Rockets,0,133,110,,,,,
2024-04-04,2024,HOU,Golden State Warriors,1,110,133,,,,,
2024-04-04,2024,MIA,Philadelphia 76ers,1,105,109,,,,,
2024-04-04,2024,DEN,Los Angeles Clippers,0,100,102,,,,,
2024-04-04,2024,PHI,Miami Heat,0,109,105,,,,,
2024-04-04,2024,SAC,New York Knicks,0,109,120,,,,,
2024-04-04,2024,ATL,Dallas Mavericks,0,95,109,,,,,
2024-04-04,2024,LAC,Denver Nuggets,1,102,100,,,,,
2024-04-05,2024,BOS,Sacramento Kings,1,101,100,,,,,
2024-04-05,2024,WAS,Portland Trail Blazers,1,102,108,,,,,
2024-04-05,2024,POR,Washington Wizards,0,108,102,,,,,
2024-04-05,2024,IND,Oklahoma City Thunder,1,126,112,,,,,
2024-04-05,2024,TOR,Milwaukee Bucks,0,117,111,,,,,
2024-04-05,2024,MIL,Toronto Raptors,1,111,117,,,,,
2024-04-05,2024,MEM,Detroit Pistons,1,108,90,,,,,
2024-04-05,2024,NYK,Chicago Bulls,0,100,108,,,,,
2024-04-05,2024,MIN,Phoenix Suns,0,87,97,,,,,
2024-04-05,2024,OKC,Indiana Pacers,0,112,126,,,,,
2024-04-05,2024,NOP,San Antonio Spurs,1,109,111,,,,,
2024-04-05,2024,CHI,New York Knicks,1,108,100,,,,,
2024-04-05,2024,PHO,Minnesota Timberwolves,1,97,87,,,,,
2024-04-05,2024,DET,Memphis Grizzlies,0,90,108,,,,,
2024-04-05,2024,MIA,Houston Rockets,0,119,104,,,,,
2024-04-05,2024,DAL,Golden State Warriors,1,108,106,,,,,
2024-04-05,2024,HOU,Miami Heat,1,104,119,,,,,
2024-04-05,2024,UTA,Los Angeles Clippers,0,102,131,,,,,
2024-04-05,2024,LAC,Utah Jazz,1,131,102,,,,,
2024-04-05,2024,SAC,Boston Celtics,0,100,101,,,,,
2024-04-05,2024,ORL,Charlotte Hornets,0,115,124,,,,,
2024-04-05,2024,CHO,Orlando Magic,1,124,115,,,,,
2024-04-05,2024,SAS,New Orleans Pelicans,0,111,109,,,,,
2024-04-05,2024,GSW,Dallas Mavericks,0,106,108,,,,,
2024-04-06,2024,MEM,Philadelphia 76ers,1,96,116,,,,,
2024-04-06,2024,CLE,Los Angeles Lakers,0,97,116,,,,,
2024-04-06,2024,DET,Brooklyn Nets,0,103,113,,,,,
2024-04-06,2024,LAL,Cleveland Cavaliers,1,116,97,,,,,
2024-04-06,2024,DEN,Atlanta Hawks,1,142,110,,,,,
2024-04-06,2024,ATL,Denver Nuggets,0,110,142,,,,,
2024-04-06,2024,BRK,Detroit Pistons,1,113,103,,,,,
2024-04-06,2024,PHI,Memphis Grizzlies,0,116,96,,,,,
2024-04-07,2024,TOR,Washington Wizards,1,130,122,,,,,
2024-04-07,2024,MIA,Indiana Pacers,0,115,117,,,,,
2024-04-07,2024,WAS,Toronto Raptors,0,122,130,,,,,
2024-04-07,2024,ORL,Chicago Bulls,1,113,98,,,,,
2024-04-07,2024,POR,Boston Celtics,0,107,124,,,,,
2024-04-07,2024,PHO,New Orleans Pelicans,1,105,113,,,,,
2024-04-07,2024,BOS,Portland Trail Blazers,1,124,107,,,,,
2024-04-07,2024,LAC,Cleveland Cavaliers,1,120,118,,,,,
2024-04-07,2024,CHI,Orlando Magic,0,98,113,,,,,
2024-04-07,2024,NYK,Milwaukee Bucks,0,122,109,,,,,
2024-04-07,2024,HOU,Dallas Mavericks,0,136,147,,,,,
2024-04-07,2024,SAC,Brooklyn Nets,0,107,77,,,,,
2024-04-07,2024,MIN,Los Angeles Lakers,0,127,117,,,,,
2024-04-07,2024,SAS,Philadelphia 76ers,1,126,133,,,,,
2024-04-07,2024,DAL,Houston Rockets,1,147,136,,,,,
2024-04-07,2024,MIL,New York Knicks,1,109,122,,,,,
2024-04-07,2024,CLE,Los Angeles Clippers,0,118,120,,,,,
2024-04-07,2024,CHO,Oklahoma City Thunder,1,118,121,,,,,
2024-04-07,2024,GSW,Utah Jazz,1,118,110,,,,,
2024-04-07,2024,IND,Miami Heat,1,117,115,,,,,
2024-04-07,2024,PHI,San Antonio Spurs,0,133,126,,,,,
2024-04-07,2024,BRK,Sacramento Kings,1,77,107,,,,,
2024-04-07,2024,OKC,Charlotte Hornets,0,121,118,,,,,
2024-04-07,2024,UTA,Golden State Warriors,0,110,118,,,,,
2024-04-07,2024,LAL,Minnesota Timberwolves,1,117,127,,,,,
2024-04-07,2024,NOP,Phoenix Suns,0,113,105,,,,,
2024-04-09,2024,WAS,Minnesota Timberwolves,0,121,130,,,,,
2024-04-09,2024,UTA,Denver Nuggets,1,95,111,,,,,
2024-04-09,2024,CHO,Dallas Mavericks,1,104,130,,,,,
2024-04-09,2024,NYK,Chicago Bulls,0,128,117,,,,,
2024-04-09,2024,PHO,Los Angeles Clippers,1,92,105,,,,,
2024-04-09,2024,ORL,Houston Rockets,0,106,118,,,,,
